Date,DS_PS_in(%),VS_PS_in(%),DS_WS_in(%),VS_WS_in(%),DS_Digester(%),DS_eff(%),VS_eff(%),ALK(mg CaCO3/L),FA(mg/L),pH,T(°C),Q_PS/Q_WS,Q_PS_in(m³/d),Q_WS_in(m³/d),Q_Total(m³/d),Q_eff(m³/d),Q_Biogas(Nm³/d)
2015-09-16,3.99,,5.140000000000001,78.03,2.8300000000000005,2.795,66.66,13630.0,864.0,6.989999999999999,40.166666666666664,1.3333333333333333,1056.0,792.0,1848.0,2352.0,24672.0
2015-09-17,5.16,59.18,4.994999999999999,77.77,,2.74,65.8,,,7.004999999999999,39.666666666666664,1.4666666666666666,1056.0,720.0,1776.0,2208.0,24456.0
2015-09-18,4.56,63.88,4.955,78.27,,2.715,65.37,,,6.9750000000000005,39.666666666666664,1.6428571428571428,1104.0,672.0,1776.0,1752.0,24456.0
2015-09-19,8.07,,4.824999999999999,75.33,2.808,2.74,65.76,14416.0,720.0,7.0,39.666666666666664,1.6071428571428572,1080.0,672.0,1752.0,1968.0,25080.0
2015-09-20,2.97,,4.515000000000001,73.03,,2.7199999999999998,63.65,,,7.013333333333333,39.833333333333336,1.5666666666666667,1128.0,720.0,1848.0,1824.0,23832.0
2015-09-21,5.97,54.75,4.9399999999999995,73.54,2.9699999999999998,2.835,61.58,13726.0,792.0,7.004999999999999,39.833333333333336,1.5,1080.0,720.0,1800.0,1776.0,23616.0
2015-09-22,4.75,60.65,5.205,74.73,,2.9050000000000002,60.98,,,6.9816666666666665,39.5,1.5862068965517242,1104.0,696.0,1800.0,1800.0,23088.0
2015-09-23,4.51,,5.46,74.92,3.036,3.005,59.58,,,6.953333333333333,39.666666666666664,1.4242424242424243,1128.0,792.0,1920.0,1872.0,23712.0
2015-09-24,3.76,68.71,5.725,74.86,,2.995,59.69,,,6.9433333333333325,39.5,1.393939393939394,1104.0,792.0,1896.0,1920.0,23880.0
2015-09-25,3.79,70.8,5.154999999999999,76.28,,3.04,59.17,,,6.9433333333333325,40.0,1.2857142857142858,1080.0,840.0,1920.0,1896.0,24072.0
2015-09-26,3.74,,5.215,77.39,3.006,3.0300000000000002,58.89,13676.0,1008.0,6.941666666666666,39.5,1.2857142857142858,1080.0,840.0,1920.0,1944.0,23640.0
2015-09-27,3.55,,4.91,77.38,,2.685,59.6,,,6.921666666666666,39.666666666666664,1.3235294117647058,1080.0,816.0,1896.0,1944.0,23568.0
2015-09-28,4.71,,4.765,77.76,3.012,2.95,59.88,13550.0,888.0,6.918333333333334,39.5,1.5862068965517242,1104.0,696.0,1800.0,1800.0,23856.0
2015-09-29,3.47,,5.105,76.7,,2.935,59.96,,,6.935,39.333333333333336,2.7058823529411766,1104.0,408.0,1512.0,1680.0,22368.0
2015-09-30,4.53,,5.005,77.09,3.0020000000000002,3.02,59.94,,,6.94,39.333333333333336,1.6666666666666667,960.0,576.0,1536.0,1560.0,25392.0
2015-10-01,3.69,70.8,4.48,76.08,,3.18,60.14,,,6.968333333333333,39.5,1.6666666666666667,1080.0,648.0,1728.0,1896.0,21480.0
2015-10-02,3.47,,4.475,76.23,,2.94,60.24,,,6.9816666666666665,39.5,2.1904761904761907,1104.0,504.0,1608.0,1608.0,20640.0
2015-10-03,3.63,,4.545,77.0,2.9720000000000004,2.915,60.76,,,6.97,39.5,2.142857142857143,1080.0,504.0,1584.0,1680.0,19680.0
2015-10-04,3.65,72.36,4.715,76.69,,2.95,61.12,,,6.961666666666666,39.5,1.9166666666666667,1104.0,576.0,1680.0,1776.0,19848.0
2015-10-05,3.35,,4.375,77.69,2.91,2.855,61.14,13088.0,1152.0,6.958333333333333,39.666666666666664,1.6428571428571428,1104.0,672.0,1776.0,1824.0,20664.0
2015-10-06,3.67,75.0,4.385,77.54,,2.875,61.81,,,6.946666666666666,39.5,1.40625,1080.0,768.0,1848.0,1920.0,21384.0
2015-10-07,3.39,,4.949999999999999,77.26,2.85,2.825,60.97,13302.0,1152.0,6.941666666666666,39.666666666666664,1.1842105263157894,1080.0,912.0,1992.0,2064.0,21576.0
2015-10-08,3.3,76.37,4.49,77.59,,2.835,61.08,,,6.94,39.333333333333336,1.0,1104.0,1104.0,2208.0,2256.0,21936.0
2015-10-09,3.21,,5.234999999999999,77.98,,2.815,61.26,,,6.956666666666666,39.333333333333336,1.1,1056.0,960.0,2016.0,2064.0,22008.0
2015-10-10,5.92,,4.725,77.57,2.8225,2.7699999999999996,62.21,12622.5,780.0,6.955000000000001,39.166666666666664,1.2162162162162162,1080.0,888.0,1968.0,1944.0,21912.0
2015-10-11,4.93,63.9,4.825,76.97,,2.835,61.38,,,6.963333333333334,39.0,1.15,1104.0,960.0,2064.0,2016.0,22296.0
2015-10-12,4.06,,5.42,78.07,2.898,2.8600000000000003,60.93,15102.0,768.0,6.945,39.333333333333336,1.069767441860465,1104.0,1032.0,2136.0,2160.0,22848.0
2015-10-13,3.5,,4.495,78.14,,2.87,60.68,,,6.953333333333333,39.5,1.0227272727272727,1080.0,1056.0,2136.0,2160.0,23616.0
2015-10-14,3.29,,5.075,78.78,2.872,2.855,61.78,,,6.949999999999999,39.5,1.0681818181818181,1128.0,1056.0,2184.0,2112.0,22224.0
2015-10-15,3.31,73.5,4.795,78.63,,2.79,61.21,,,6.931666666666666,39.333333333333336,1.0,1104.0,1104.0,2208.0,2184.0,22752.0
2015-10-16,3.12,,4.405,78.9,,2.875,62.55,,,6.920000000000001,39.166666666666664,0.9,1080.0,1200.0,2280.0,2256.0,23400.0
2015-10-17,3.33,,4.47,79.25,2.868,2.8449999999999998,62.52,13338.0,984.0,6.945,39.0,0.9,1080.0,1200.0,2280.0,2232.0,27408.0
2015-10-18,4.42,72.41,5.175,79.02,,2.8499999999999996,62.71,,,6.953333333333333,39.0,0.8979591836734694,1056.0,1176.0,2232.0,2256.0,26664.0
2015-10-19,3.89,,5.300000000000001,79.38,2.8619999999999997,2.835,62.8,14488.0,1056.0,6.946666666666666,39.0,1.0975609756097562,1080.0,984.0,2064.0,2040.0,22608.0
2015-10-20,3.83,75.56,5.205,79.7,,2.835,63.78,,,6.928333333333332,39.0,1.125,1080.0,960.0,2040.0,1992.0,23352.0
2015-10-21,3.94,,5.635,79.81,2.868,2.855,63.74,,,6.935,39.0,1.125,1080.0,960.0,2040.0,1968.0,22632.0
2015-10-22,3.9,77.43,5.33,80.03,,2.875,63.48,,,6.943333333333334,39.0,1.1578947368421053,1056.0,912.0,1968.0,1776.0,22104.0
2015-10-23,3.59,,5.57,80.19,,2.865,63.62,,,6.9750000000000005,39.0,1.2777777777777777,1104.0,864.0,1968.0,1704.0,21624.0
2015-10-24,3.32,78.28,5.705,81.01,,2.8600000000000003,64.6,,,6.98,38.833333333333336,1.1538461538461537,1080.0,936.0,2016.0,1776.0,22224.0
2015-10-25,3.7,,5.4350000000000005,81.64,2.864,2.86,65.06,13348.0,1056.0,6.978333333333333,39.166666666666664,1.0975609756097562,1080.0,984.0,2064.0,1944.0,22296.0
2015-10-26,,,4.67,80.95,,,,,,6.98,39.166666666666664,1.2083333333333333,696.0,576.0,1272.0,1176.0,19176.0
2015-10-27,,,4.4350000000000005,80.71,2.828,2.75,65.12,13560.0,936.0,7.011666666666667,39.333333333333336,0.9259259259259259,600.0,648.0,1248.0,1104.0,15768.0
2015-10-28,3.99,78.32,4.605,81.09,,2.84,64.73,,,7.071666666666668,39.166666666666664,1.2857142857142858,1080.0,840.0,1920.0,1968.0,19416.0
2015-10-29,3.3,74.48,5.1,81.1,,2.77,65.48,,,7.068333333333334,39.166666666666664,2.0454545454545454,1080.0,528.0,1608.0,432.0,15768.0
2015-10-30,3.09,75.3,4.335,81.23,,2.785,65.8,,,7.081666666666667,39.166666666666664,1.1891891891891893,1056.0,888.0,1944.0,936.0,15264.0
2015-10-31,3.66,,4.615,81.69,2.818,2.79,65.27,13676.0,1152.0,7.076666666666667,39.333333333333336,1.5,1080.0,720.0,1800.0,912.0,15408.0
2015-11-01,3.49,72.74,5.36,81.21,,2.81,65.24,,,7.066666666666667,39.0,2.75,1056.0,384.0,1440.0,312.0,11880.0
2015-11-02,3.75,74.71,4.805,81.37,2.798,2.81,65.98,13350.0,1056.0,7.13,38.833333333333336,4.0,1056.0,264.0,1320.0,432.0,11496.0
2015-11-03,3.42,73.88,,,,,,,,7.353333333333334,38.833333333333336,,768.0,0.0,768.0,600.0,11400.0
2015-11-04,,,,,2.7659999999999996,,,,,7.305,38.833333333333336,1.5,216.0,144.0,360.0,312.0,8808.0
2015-11-05,3.54,73.5,4.945,81.22,,2.705,64.88,,,7.251666666666666,39.166666666666664,1.0526315789473684,960.0,912.0,1872.0,1776.0,16848.0
2015-11-06,4.09,74.36,4.755,81.11,,2.71,65.46,,,7.196666666666668,39.333333333333336,0.9736842105263158,888.0,912.0,1800.0,1680.0,19320.0
2015-11-07,3.17,,4.449999999999999,80.0,2.7939999999999996,2.76,66.06,13696.0,888.0,7.258333333333333,39.333333333333336,1.0263157894736843,936.0,912.0,1848.0,1656.0,19608.0
2015-11-08,3.31,,4.76,81.44,,2.76,66.45,,,7.311666666666667,39.833333333333336,0.7714285714285715,648.0,840.0,1488.0,1440.0,19536.0
2015-11-09,3.21,79.42,5.5,82.12,2.7550000000000003,2.785,66.18,13826.666666666666,1320.0,7.253333333333333,40.166666666666664,1.0526315789473684,960.0,912.0,1872.0,1776.0,22032.0
2015-11-10,3.57,71.77,5.05,81.4,,2.7649999999999997,66.55,,,7.265,40.166666666666664,1.25,1080.0,864.0,1944.0,1752.0,24888.0
2015-11-11,3.99,67.65,4.95,,2.723333333333333,2.72,66.69,,,7.266666666666667,40.166666666666664,1.6666666666666667,840.0,504.0,1344.0,1176.0,27408.0
2015-11-12,4.47,71.61,4.765000000000001,80.74,,2.7,66.81,,,7.283333333333335,40.5,1.2666666666666666,912.0,720.0,1632.0,1416.0,27960.0
2015-11-13,3.73,78.1,4.66,81.31,,2.74,66.68,,,7.288333333333333,40.5,1.0909090909090908,864.0,792.0,1656.0,1488.0,26760.0
2015-11-14,4.01,70.36,4.805,81.78,2.7016666666666667,2.755,67.07,14241.666666666666,1380.0,7.303333333333334,40.833333333333336,1.0909090909090908,864.0,792.0,1656.0,1512.0,31704.0
2015-11-15,3.65,77.11,4.895,82.12,,2.765,65.95,,,7.3183333333333325,40.833333333333336,1.2592592592592593,816.0,648.0,1464.0,1560.0,27120.0
2015-11-16,3.57,79.73,4.995,81.79,2.716666666666667,2.725,67.19,14076.666666666666,1400.0,7.323333333333334,40.666666666666664,0.918918918918919,816.0,888.0,1704.0,1608.0,22344.0
2015-11-17,3.82,80.16,4.59,81.83,,2.76,67.55,,,7.316666666666666,40.166666666666664,0.8108108108108109,720.0,888.0,1608.0,1560.0,22920.0
2015-11-18,3.8,,5.285,81.97,2.715,2.775,67.56,,,7.314999999999999,40.333333333333336,0.9722222222222222,840.0,864.0,1704.0,1632.0,25992.0
2015-11-19,4.1,80.15,4.805,82.49,,2.785,68.36,,,7.326666666666667,40.5,0.918918918918919,816.0,888.0,1704.0,1656.0,31152.0
2015-11-20,4.07,80.15,4.78,82.49,,2.785,68.36,,,7.330000000000001,40.166666666666664,1.054054054054054,936.0,888.0,1824.0,1800.0,30504.0
2015-11-21,4.17,,4.835,82.18,2.688333333333333,2.74,68.73,13715.0,1180.0,7.333333333333333,40.0,1.1794871794871795,1104.0,936.0,2040.0,1968.0,29040.0
2015-11-22,3.67,77.37,5.05,81.52,,2.59,66.43,,,7.323333333333334,40.5,0.9787234042553191,1104.0,1128.0,2232.0,2256.0,32184.0
2015-11-23,3.4,,5.07,82.23,2.715,2.8049999999999997,69.45,14496.666666666666,1060.0,7.316666666666666,40.5,0.7647058823529411,936.0,1224.0,2160.0,2112.0,32232.0
2015-11-24,3.95,80.12,4.619999999999999,82.46,,2.74,69.82,,,7.329999999999999,40.833333333333336,0.6666666666666666,816.0,1224.0,2040.0,2064.0,30792.0
2015-11-25,3.39,80.11,4.63,82.4,2.795,2.76,68.95,,,7.333333333333333,40.666666666666664,0.8717948717948718,816.0,936.0,1752.0,1704.0,31008.0
2015-11-26,3.44,80.17,4.865,82.25,,2.71,69.05,,,7.336666666666667,40.5,0.8372093023255814,864.0,1032.0,1896.0,1752.0,31992.0
2015-11-27,3.58,80.05,4.49,82.23,,2.705,69.11,,,7.341666666666666,40.333333333333336,0.7441860465116279,768.0,1032.0,1800.0,1632.0,35472.0
2015-11-28,3.73,79.62,4.4350000000000005,82.13,2.6766666666666663,2.7,69.72,13370.0,1600.0,7.3500000000000005,40.5,0.7380952380952381,744.0,1008.0,1752.0,1608.0,29376.0
2015-11-29,3.46,80.14,4.535,83.08,,2.6950000000000003,70.13,,,7.355,40.666666666666664,0.6818181818181818,720.0,1056.0,1776.0,1608.0,28752.0
2015-11-30,3.31,80.24,4.885,83.1,2.716666666666667,2.68,70.81,15560.0,1780.0,7.351666666666667,40.666666666666664,0.6326530612244898,744.0,1176.0,1920.0,1752.0,30336.0
2015-12-01,3.44,80.7,4.699999999999999,82.93,2.664,2.6500000000000004,70.14,,,7.396666666666667,40.666666666666664,0.58,696.0,1200.0,1896.0,1704.0,28032.0
2015-12-02,3.61,82.2,4.15,82.25,,2.615,71.87,,,7.446666666666666,40.5,0.7111111111111111,768.0,1080.0,1848.0,1608.0,39528.0
2015-12-03,3.7,75.87,4.45,80.68,,2.625,69.56,,,7.458333333333333,40.5,0.7948717948717948,744.0,936.0,1680.0,1608.0,24480.0
2015-12-04,3.78,,4.720000000000001,82.99,,2.5949999999999998,69.78,,,7.451666666666667,40.0,0.7441860465116279,768.0,1032.0,1800.0,1728.0,34680.0
2015-12-05,3.43,76.95,5.02,82.72,2.6333333333333333,2.585,69.11,12866.666666666666,940.0,7.438333333333333,39.833333333333336,0.7209302325581395,744.0,1032.0,1776.0,1728.0,34488.0
2015-12-06,3.53,78.35,5.36,82.52,,2.525,68.52,,,7.413333333333333,40.0,0.6444444444444445,696.0,1080.0,1776.0,1704.0,38952.0
2015-12-07,3.56,77.21,4.135,83.16,2.651666666666667,2.55,69.29,12868.333333333334,800.0,7.423333333333335,39.333333333333336,0.7209302325581395,744.0,1032.0,1776.0,1728.0,33096.0
2015-12-08,3.91,76.46,3.815,83.04,,2.6550000000000002,70.22,,,7.4366666666666665,39.166666666666664,0.7111111111111111,768.0,1080.0,1848.0,1800.0,34344.0
2015-12-09,3.53,77.14,4.949999999999999,83.4,2.6583333333333337,2.5949999999999998,69.65,,,7.4366666666666665,39.333333333333336,0.75,648.0,864.0,1512.0,1392.0,34848.0
2015-12-10,3.5,78.21,4.975,82.84,,2.615,69.71,,,7.443333333333334,39.5,0.6595744680851063,744.0,1128.0,1872.0,1896.0,40560.0
2015-12-11,3.64,77.43,4.54,83.21,,2.56,69.98,,,7.4433333333333325,39.5,0.625,720.0,1152.0,1872.0,1848.0,44520.0
2015-12-12,3.35,77.46,4.42,83.03,2.5800000000000005,2.5949999999999998,70.29,13178.333333333334,1120.0,7.449999999999999,39.666666666666664,0.6521739130434783,720.0,1104.0,1824.0,1824.0,41976.0
2015-12-13,3.75,83.9,5.35,83.61,,2.585,70.8,,,7.456666666666667,39.666666666666664,0.6956521739130435,768.0,1104.0,1872.0,1776.0,44280.0
2015-12-14,4.0,80.26,4.455,83.14,2.591666666666667,2.55,69.76,11388.333333333334,960.0,7.47,40.0,0.7111111111111111,768.0,1080.0,1848.0,1824.0,49704.0
2015-12-15,3.94,80.23,5.035,83.5,,2.66,70.82,,,7.4816666666666665,39.833333333333336,0.7941176470588235,648.0,816.0,1464.0,1344.0,46848.0
2015-12-16,4.01,77.45,4.66,84.28,2.585,2.5199999999999996,70.67,,,7.483333333333333,40.0,0.7692307692307693,720.0,936.0,1656.0,1704.0,42744.0
2015-12-17,3.42,,4.87,,,2.54,70.4,,,7.496666666666667,40.0,1.0714285714285714,720.0,672.0,1392.0,1344.0,41808.0
2015-12-18,3.75,79.34,4.74,82.78,,2.4050000000000002,71.23,,,7.5,40.0,0.7142857142857143,720.0,1008.0,1728.0,1776.0,41688.0
2015-12-19,3.74,,3.55,83.58,2.53,2.51,70.41,14105.0,1000.0,7.488333333333333,40.166666666666664,0.5769230769230769,720.0,1248.0,1968.0,1896.0,39960.0
2015-12-20,3.64,78.84,4.395,82.99,,2.5,69.86,,,7.48,40.0,0.7209302325581395,744.0,1032.0,1776.0,1800.0,38160.0
2015-12-21,,,,,2.5716666666666668,,,13220.0,1120.0,7.481666666666668,40.0,0.8461538461538461,528.0,624.0,1152.0,1104.0,33408.0
2015-12-22,3.55,82.02,4.645,82.72,,2.46,70.43,,,7.481666666666668,40.166666666666664,0.6808510638297872,768.0,1128.0,1896.0,1848.0,34584.0
2015-12-23,,,,,2.5833333333333335,,,,,7.486666666666667,40.333333333333336,0.875,336.0,384.0,720.0,744.0,29664.0
2015-12-24,3.75,81.16,4.86,83.02,,2.45,70.23,,,7.496666666666667,40.166666666666664,0.9142857142857143,768.0,840.0,1608.0,1392.0,30456.0
2015-12-25,3.89,82.24,4.645,83.8,,2.51,71.25,,,7.491666666666667,40.166666666666664,0.8421052631578947,768.0,912.0,1680.0,1632.0,34392.0
2015-12-26,3.38,,4.0649999999999995,84.32,2.5383333333333336,2.455,71.39,12475.0,1120.0,7.498333333333334,40.166666666666664,0.725,696.0,960.0,1656.0,1536.0,33672.0
2015-12-27,3.86,80.98,4.71,83.57,,2.5,70.84,,,7.499999999999999,40.0,0.5652173913043478,624.0,1104.0,1728.0,1704.0,32424.0
2015-12-28,3.85,,4.46,83.31,2.56,2.5,70.61,14071.666666666666,1160.0,7.505,40.166666666666664,0.5555555555555556,600.0,1080.0,1680.0,1560.0,33288.0
2015-12-29,3.85,80.29,4.68,83.15,,2.465,71.63,,,7.506666666666667,40.5,0.46153846153846156,576.0,1248.0,1824.0,1776.0,33336.0
2015-12-30,2.96,84.28,4.0,83.67,2.5383333333333336,2.505,71.27,,,7.506666666666668,40.5,0.4423076923076923,552.0,1248.0,1800.0,1848.0,39000.0
2015-12-31,3.47,80.36,4.135,83.33,,2.5,71.19,,,7.508333333333333,40.333333333333336,0.4807692307692308,600.0,1248.0,1848.0,1944.0,30432.0
2016-01-01,5.55,65.13,3.75,82.16,,2.5300000000000002,71.49,,,7.496666666666666,40.333333333333336,0.47058823529411764,576.0,1224.0,1800.0,1920.0,30816.0
2016-01-02,4.93,,4.675,82.79,2.5566666666666666,2.51,71.68,13330.0,860.0,7.494999999999998,40.5,0.5681818181818182,600.0,1056.0,1656.0,1680.0,34632.0
2016-01-03,4.64,71.01,4.41,82.35,,2.58,71.07,,,7.494999999999998,40.166666666666664,0.696969696969697,552.0,792.0,1344.0,1320.0,35064.0
2016-01-04,,,,,2.5833333333333335,,,12905.0,900.0,7.736666666666667,40.0,0.4166666666666667,120.0,288.0,408.0,408.0,22608.0
2016-01-05,4.82,75.49,4.0649999999999995,82.41,,2.54,71.16,,,7.968333333333333,40.333333333333336,0.7948717948717948,744.0,936.0,1680.0,1632.0,28272.0
2016-01-06,4.14,74.48,4.445,82.8,2.63,2.585,72.38,,,7.941666666666666,40.0,0.7142857142857143,840.0,1176.0,2016.0,1920.0,40608.0
2016-01-07,3.31,,4.545,82.74,,2.59,71.13,,,7.93,40.333333333333336,0.5357142857142857,360.0,672.0,1032.0,0.0,32061.0
2016-01-08,2.07,76.0,4.28,81.23,,2.565,70.59,,,7.94,40.333333333333336,0.45454545454545453,240.0,528.0,768.0,648.0,21840.0
2016-01-09,5.96,66.05,4.4350000000000005,82.62,2.63,2.545,75.07,13191.666666666666,860.0,7.9366666666666665,40.0,0.5526315789473685,504.0,912.0,1416.0,1464.0,33528.0
2016-01-10,,,,,,,,,,7.956666666666667,39.666666666666664,0.3333333333333333,48.0,144.0,192.0,96.0,18120.0
2016-01-11,6.35,66.35,4.32,80.75,2.5599999999999996,2.6550000000000002,71.32,13491.666666666666,1140.0,7.958333333333335,39.666666666666664,0.3829787234042553,432.0,1128.0,1560.0,1512.0,24048.0
2016-01-12,6.82,67.3,4.43,80.91,,2.51,71.7,,,7.956666666666667,39.833333333333336,0.35714285714285715,360.0,1008.0,1368.0,1368.0,27576.0
2016-01-13,4.83,,4.699999999999999,80.59,2.6083333333333334,2.525,70.89,,,7.953333333333333,39.5,0.4594594594594595,408.0,888.0,1296.0,1320.0,26232.0
2016-01-14,5.72,72.67,4.635,80.0,,2.5999999999999996,70.32,,,7.955000000000001,39.333333333333336,0.5,432.0,864.0,1296.0,1248.0,25080.0
2016-01-15,5.54,73.35,4.5649999999999995,81.06,,2.64,70.65,,,7.953333333333333,39.333333333333336,0.5135135135135135,456.0,888.0,1344.0,1296.0,26952.0
2016-01-16,6.56,73.9,4.965,80.27,2.645,2.59,70.04,13890.0,920.0,7.960000000000001,40.0,0.5833333333333334,504.0,864.0,1368.0,1368.0,31848.0
2016-01-17,4.48,76.31,4.765,80.98,,2.665,71.14,,,7.960000000000001,40.166666666666664,0.6,504.0,840.0,1344.0,1272.0,29760.0
2016-01-18,3.95,75.71,4.35,,2.67,,,13871.666666666666,1120.0,7.965,40.333333333333336,0.5,168.0,336.0,504.0,624.0,25536.0
2016-01-19,6.79,76.92,4.22,80.58,,2.625,69.75,,,7.9700000000000015,40.333333333333336,0.6190476190476191,312.0,504.0,816.0,720.0,16128.0
2016-01-20,4.65,,4.51,81.16,2.678,2.665,69.15,,,7.956666666666666,40.5,0.6285714285714286,528.0,840.0,1368.0,1296.0,22320.0
2016-01-21,4.92,78.65,4.9350000000000005,80.44,,2.68,69.99,,,7.958333333333333,40.5,0.5714285714285714,480.0,840.0,1320.0,1296.0,24408.0
2016-01-22,4.62,78.42,4.515000000000001,80.57,2.68,2.675,69.72,,,7.958333333333333,40.5,0.39473684210526316,360.0,912.0,1272.0,1152.0,22824.0
2016-01-23,3.34,78.96,4.63,81.29,2.686666666666667,2.64,69.55,12491.666666666666,1100.0,7.951666666666667,40.666666666666664,0.32558139534883723,336.0,1032.0,1368.0,1368.0,25632.0
2016-01-24,4.08,76.15,5.02,81.03,,2.645,70.21,,,7.95,40.666666666666664,0.41025641025641024,384.0,936.0,1320.0,1272.0,23112.0
2016-01-25,5.02,76.72,4.404999999999999,82.24,2.6950000000000003,2.7,70.65,12508.333333333334,1060.0,7.948333333333333,40.333333333333336,0.4722222222222222,408.0,864.0,1272.0,1152.0,28464.0
2016-01-26,,,,,,,,,,7.948333333333333,40.166666666666664,0.875,336.0,384.0,720.0,600.0,23400.0
2016-01-27,4.54,77.33,5.545,81.9,2.6599999999999997,2.68,69.6,,,7.831666666666666,39.666666666666664,1.0416666666666667,600.0,576.0,1176.0,1152.0,25320.0
2016-01-28,3.82,78.45,4.800000000000001,82.03,,2.665,70.29,,,7.603333333333333,39.833333333333336,1.0344827586206897,720.0,696.0,1416.0,1320.0,30624.0
2016-01-29,,,,,,,,,,7.603333333333332,40.0,1.5,144.0,96.0,240.0,360.0,24024.0
2016-01-30,,,,,2.65,,,10916.666666666666,220.0,7.61,40.0,1.0,192.0,192.0,384.0,264.0,12384.0
2016-01-31,4.6,80.1,4.75,82.4,,2.675,70.6,,,7.591666666666666,39.833333333333336,0.8484848484848485,672.0,792.0,1464.0,1584.0,27192.0
2016-02-01,3.82,79.51,4.8149999999999995,83.18,2.6816666666666666,2.675,70.81,10553.333333333334,160.0,7.583333333333333,39.833333333333336,0.8,672.0,840.0,1512.0,1464.0,30504.0
2016-02-02,,,,,,,,,,7.494999999999998,40.333333333333336,0.5681818181818182,600.0,1056.0,1656.0,1680.0,34632.0
2016-02-03,,,,,2.665,,,,,7.581666666666666,39.333333333333336,1.0,168.0,168.0,336.0,288.0,10464.0
2016-02-04,4.45,79.64,4.865,82.46,,2.675,70.58,,,7.581666666666666,39.166666666666664,0.6571428571428571,552.0,840.0,1392.0,1344.0,20448.0
2016-02-05,3.85,80.02,4.735,82.96,,2.66,71.36,,,7.571666666666666,39.0,0.7894736842105263,720.0,912.0,1632.0,1632.0,24912.0
2016-02-06,3.87,79.0,4.5649999999999995,82.61,2.671666666666667,2.7,70.51,10553.333333333334,140.0,7.566666666666667,39.333333333333336,0.7307692307692307,456.0,624.0,1080.0,1152.0,25680.0
2016-02-07,,,,,,,,,,7.579999999999999,39.666666666666664,0.75,288.0,384.0,672.0,480.0,15936.0
2016-02-08,4.67,79.85,4.055,82.02,2.6666666666666665,2.675,69.46,,,7.575,39.166666666666664,0.5111111111111111,552.0,1080.0,1632.0,1488.0,30408.0
2016-02-09,4.47,77.13,4.145,81.42,,2.6550000000000002,70.37,,,7.581666666666666,39.0,0.40476190476190477,408.0,1008.0,1416.0,1392.0,28080.0
2016-02-10,3.95,82.73,3.855,82.67,2.6416666666666666,2.64,71.43,10530.0,180.0,7.578333333333333,39.333333333333336,0.27906976744186046,288.0,1032.0,1320.0,1392.0,29976.0
2016-02-11,4.7,71.01,3.965,82.45,,2.6500000000000004,71.13,,,7.579999999999999,40.0,0.4318181818181818,456.0,1056.0,1512.0,1536.0,30744.0
2016-02-12,4.36,77.7,3.985,82.14,,2.61,70.16,,,7.576666666666667,40.0,0.5,432.0,864.0,1296.0,1248.0,27600.0
2016-02-13,2.86,,4.195,84.28,2.7183333333333337,2.685,72.59,10563.333333333334,240.0,7.578333333333333,40.0,0.53125,408.0,768.0,1176.0,1152.0,25752.0
2016-02-14,4.65,78.06,4.305,82.17,,2.63,70.32,,,7.573333333333333,40.333333333333336,0.5357142857142857,360.0,672.0,1032.0,936.0,23760.0
2016-02-15,3.74,81.32,4.65,82.86,2.65,2.66,70.88,,,7.573333333333333,40.5,0.7142857142857143,600.0,840.0,1440.0,1344.0,23616.0
2016-02-16,3.66,79.55,4.35,82.31,,2.675,71.27,,,7.565,40.5,0.5652173913043478,624.0,1104.0,1728.0,1584.0,28344.0
2016-02-17,3.51,78.26,4.16,83.14,2.69,2.685,71.75,10575.0,280.0,7.558333333333333,40.5,0.5714285714285714,672.0,1176.0,1848.0,1776.0,30168.0
2016-02-18,3.99,78.33,4.17,82.26,,2.665,70.91,,,7.558333333333333,40.5,0.5909090909090909,624.0,1056.0,1680.0,1632.0,28848.0
2016-02-19,4.14,75.57,4.195,82.31,,2.69,71.46,,,7.536666666666666,40.5,0.5681818181818182,600.0,1056.0,1656.0,1608.0,26184.0
2016-02-20,4.35,73.74,4.449999999999999,82.44,2.6783333333333332,2.67,71.02,10070.0,460.0,7.5200000000000005,40.5,0.5681818181818182,600.0,1056.0,1656.0,1656.0,29880.0
2016-02-21,4.5,75.18,4.025,82.33,,2.67,71.35,,,7.538333333333333,40.666666666666664,0.4878048780487805,480.0,984.0,1464.0,1464.0,27408.0
2016-02-22,4.77,75.44,4.485,82.26,2.7033333333333336,2.745,71.89,10408.333333333334,480.0,7.533333333333334,41.0,0.5227272727272727,552.0,1056.0,1608.0,1392.0,22464.0
2016-02-23,4.26,75.54,4.65,81.93,,2.6799999999999997,71.54,,,7.531666666666667,40.5,0.5384615384615384,504.0,936.0,1440.0,1416.0,22896.0
2016-02-24,4.64,78.32,4.529999999999999,82.04,2.735,2.685,72.21,,,7.535,40.333333333333336,0.44,528.0,1200.0,1728.0,1752.0,28344.0
2016-02-25,4.73,74.64,4.24,81.73,,2.66,71.02,,,7.535,40.166666666666664,0.45454545454545453,480.0,1056.0,1536.0,1392.0,29472.0
2016-02-26,5.36,74.24,4.57,81.55,,2.71,71.09,,,7.54,40.5,0.3142857142857143,264.0,840.0,1104.0,1032.0,23280.0
2016-02-27,5.02,73.43,4.7,81.74,,2.7,71.77,,,7.545000000000002,40.666666666666664,0.34285714285714286,288.0,840.0,1128.0,1008.0,19440.0
