Date,DS_PS_in(%),VS_PS_in(%),DS_WS_in(%),VS_WS_in(%),DS_Digester(%),DS_eff(%),VS_eff(%),ALK(mg CaCO3/L),FA(mg/L),pH,T(°C),Q_PS/Q_WS,Q_PS_in(m³/d),Q_WS_in(m³/d),Q_Total(m³/d),Q_eff(m³/d),Q_Biogas(Nm³/d)
2016-02-28,5.22,74.24,4.42,81.68,2.7366666666666664,2.7300000000000004,71.43,10433.333333333334,200.0,7.541666666666667,40.666666666666664,0.3,288.0,960.0,1248.0,1104.0,20496.0
2016-02-29,4.62,75.47,4.105,81.84,2.711666666666666,2.71,71.7,10215.0,120.0,7.543333333333333,40.666666666666664,0.3684210526315789,336.0,912.0,1248.0,1104.0,22056.0
2016-03-01,3.62,77.39,4.0600000000000005,80.77,,2.74,71.16,,,7.544999999999999,40.5,0.35135135135135137,312.0,888.0,1200.0,1200.0,21312.0
2016-03-02,5.25,75.86,4.76,81.42,2.751666666666667,2.79,71.62,,,7.544999999999999,40.666666666666664,0.28205128205128205,264.0,936.0,1200.0,1104.0,20832.0
2016-03-03,5.27,76.71,4.82,81.45,,2.7800000000000002,71.87,,,7.548333333333333,40.5,0.22,264.0,1200.0,1464.0,1416.0,21888.0
2016-03-04,5.51,76.55,4.115,,,2.8049999999999997,71.85,,,7.544999999999999,40.833333333333336,0.2,240.0,1200.0,1440.0,1488.0,21840.0
2016-03-05,,,4.74,,,2.855,71.97,,,7.550000000000001,41.166666666666664,0.2222222222222222,288.0,1296.0,1584.0,1512.0,19752.0
2016-03-06,,,,,,2.885,72.65,,,7.553333333333334,41.0,0.27906976744186046,288.0,1032.0,1320.0,1248.0,19824.0
2016-03-07,5.85,75.29,5.03,80.71,2.8200000000000003,2.87,71.95,9445.0,120.0,7.555,40.5,0.16,192.0,1200.0,1392.0,1296.0,20352.0
2016-03-08,6.86,73.15,4.805,80.31,,2.825,72.28,,,7.550000000000001,40.5,0.25,312.0,1248.0,1560.0,1416.0,21000.0
2016-03-09,5.23,,4.595000000000001,80.46,2.85,2.835,72.31,,,7.5616666666666665,40.666666666666664,0.3023255813953488,312.0,1032.0,1344.0,1200.0,23232.0
2016-03-10,5.74,75.26,4.78,79.52,,2.97,71.73,,,7.565,40.833333333333336,0.24390243902439024,240.0,984.0,1224.0,1128.0,20904.0
2016-03-11,5.3,71.92,4.6850000000000005,79.22,,3.03,71.92,,,7.553333333333334,40.5,0.2553191489361702,288.0,1128.0,1416.0,1296.0,21984.0
2016-03-12,5.9,,5.255,79.22,2.9116666666666666,3.025,71.65,9918.333333333334,120.0,7.566666666666666,40.333333333333336,0.2916666666666667,336.0,1152.0,1488.0,1368.0,21768.0
2016-03-13,6.87,74.84,4.890000000000001,79.13,,2.9050000000000002,71.44,,,7.575,40.5,0.3617021276595745,408.0,1128.0,1536.0,1536.0,24408.0
2016-03-14,7.1,74.88,4.38,80.05,2.935,3.05,72.68,10226.666666666666,240.0,7.575,40.333333333333336,0.4523809523809524,456.0,1008.0,1464.0,1344.0,22944.0
2016-03-15,6.6,74.96,4.54,79.92,,2.865,70.75,,,7.568333333333334,40.333333333333336,0.5,504.0,1008.0,1512.0,1560.0,26520.0
2016-03-16,7.2,75.08,5.16,79.87,2.903333333333333,2.89,71.05,,,7.569999999999999,40.333333333333336,0.4,288.0,720.0,1008.0,912.0,27336.0
2016-03-17,7.34,74.65,5.005,79.91,,2.865,71.27,,,7.578333333333333,40.333333333333336,0.42857142857142855,288.0,672.0,960.0,864.0,28920.0
2016-03-18,6.76,72.86,5.19,78.96,,2.895,70.62,,,7.581666666666666,40.166666666666664,0.41935483870967744,312.0,744.0,1056.0,936.0,26448.0
2016-03-19,6.34,74.61,5.41,80.08,2.99,2.92,71.24,9351.666666666666,120.0,7.583333333333333,40.333333333333336,0.36363636363636365,288.0,792.0,1080.0,1200.0,28608.0
2016-03-20,6.18,75.37,5.234999999999999,79.24,,2.975,71.12,,,7.588333333333334,40.333333333333336,0.3888888888888889,336.0,864.0,1200.0,1224.0,26304.0
2016-03-21,6.01,72.82,5.1,79.58,2.9216666666666664,2.965,71.26,9363.333333333334,120.0,7.585000000000001,40.5,0.34285714285714286,288.0,840.0,1128.0,1056.0,23112.0
2016-03-22,6.07,73.31,5.22,79.21,,2.965,70.44,,,7.585,40.333333333333336,0.42857142857142855,432.0,1008.0,1440.0,1560.0,30456.0
2016-03-23,6.11,72.92,5.115,80.11,3.016666666666666,2.975,70.87,,,7.588333333333332,40.333333333333336,0.22727272727272727,240.0,1056.0,1296.0,1320.0,35976.0
2016-03-24,5.92,68.56,5.029999999999999,78.76,,2.95,70.12,,,7.583333333333333,40.5,0.3877551020408163,456.0,1176.0,1632.0,1584.0,27072.0
2016-03-25,7.23,68.78,5.13,79.07,,2.95,70.03,,,7.56,40.666666666666664,0.5897435897435898,552.0,936.0,1488.0,1368.0,21960.0
2016-03-26,7.29,70.56,4.885,79.61,3.0700000000000003,2.9699999999999998,70.6,10328.333333333334,200.0,7.555,40.666666666666664,0.42105263157894735,384.0,912.0,1296.0,1272.0,31512.0
2016-03-27,6.16,73.98,5.005,78.76,,2.965,71.35,,,7.561666666666667,40.5,0.7272727272727273,576.0,792.0,1368.0,1320.0,34440.0
2016-03-28,6.41,76.37,5.3,78.78,3.126666666666667,3.04,69.48,10461.666666666666,300.0,7.593333333333334,40.5,0.4166666666666667,240.0,576.0,816.0,792.0,23016.0
2016-03-29,5.75,75.51,5.15,78.78,,2.9800000000000004,69.68,,,7.586666666666667,40.333333333333336,0.32,192.0,600.0,792.0,744.0,21120.0
2016-03-30,5.71,75.38,5.51,78.41,3.1340000000000003,2.9850000000000003,70.87,,,7.59,40.5,0.5833333333333334,336.0,576.0,912.0,864.0,22032.0
2016-03-31,6.22,75.15,4.779999999999999,78.6,,2.96,69.91,,,7.594999999999999,40.333333333333336,0.5,288.0,576.0,864.0,816.0,17832.0
2016-04-01,6.06,77.15,5.105,78.54,,2.965,69.43,,,7.601666666666667,40.166666666666664,0.5416666666666666,312.0,576.0,888.0,888.0,22344.0
2016-04-02,5.33,,4.93,79.04,3.034,2.95,69.19,11444.0,336.0,7.611666666666667,40.166666666666664,0.631578947368421,288.0,456.0,744.0,720.0,20928.0
2016-04-03,5.72,77.02,5.6850000000000005,79.28,,2.99,70.06,,,7.631666666666667,40.333333333333336,0.55,264.0,480.0,744.0,744.0,18168.0
2016-04-04,5.36,76.24,5.824999999999999,78.29,3.0333333333333337,3.005,70.11,9936.666666666666,300.0,7.6383333333333345,40.333333333333336,0.7,336.0,480.0,816.0,840.0,20760.0
2016-04-05,5.64,77.65,5.63,78.82,,3.035,69.66,,,7.636666666666667,40.166666666666664,1.0476190476190477,528.0,504.0,1032.0,1104.0,19032.0
2016-04-06,5.25,78.11,5.52,79.3,3.033333333333333,2.965,69.32,,,7.626666666666666,40.333333333333336,0.9047619047619048,456.0,504.0,960.0,1008.0,18480.0
2016-04-07,3.17,76.62,4.825,78.92,,3.0,69.22,,,7.621666666666667,40.166666666666664,0.8695652173913043,480.0,552.0,1032.0,1080.0,17064.0
2016-04-08,6.02,79.62,4.745,79.39,,2.975,69.68,,,7.621666666666667,40.333333333333336,0.76,456.0,600.0,1056.0,1104.0,18432.0
2016-04-09,5.85,81.09,4.890000000000001,79.63,3.013333333333333,2.9450000000000003,69.7,,,7.618333333333333,40.333333333333336,0.41935483870967744,312.0,744.0,1056.0,1152.0,18192.0
2016-04-10,5.47,78.08,4.775,78.59,,3.0,69.76,,,7.6066666666666665,40.5,0.5714285714285714,576.0,1008.0,1584.0,1776.0,20376.0
2016-04-11,4.79,75.75,4.575,79.78,3.0400000000000005,3.065,69.62,11068.333333333334,240.0,7.6049999999999995,40.0,0.7142857142857143,720.0,1008.0,1728.0,1728.0,28680.0
2016-04-12,3.87,78.03,4.77,79.94,,3.0700000000000003,70.12,,,7.595,40.0,1.0731707317073171,1056.0,984.0,2040.0,2064.0,28176.0
2016-04-13,2.93,75.29,4.535,79.85,3.03,3.065,69.43,10891.666666666666,260.0,7.591666666666666,40.333333333333336,1.1162790697674418,1152.0,1032.0,2184.0,2160.0,32160.0
2016-04-14,3.22,71.26,5.11,79.93,,3.05,69.83,,,7.586666666666667,40.333333333333336,0.9111111111111111,984.0,1080.0,2064.0,2040.0,29112.0
2016-04-15,3.94,74.18,4.45,79.48,,2.9800000000000004,70.34,,,7.585000000000001,40.666666666666664,0.631578947368421,576.0,912.0,1488.0,1584.0,29856.0
2016-04-16,3.98,76.93,4.925,80.49,2.973333333333333,2.965,69.72,10595.0,120.0,7.585000000000001,40.166666666666664,0.9512195121951219,936.0,984.0,1920.0,1992.0,31680.0
2016-04-17,3.15,76.66,4.84,80.25,,2.99,69.78,,,7.581666666666668,40.0,1.1891891891891893,1056.0,888.0,1944.0,1944.0,35592.0
2016-04-18,3.86,78.19,4.88,80.45,2.981666666666667,3.03,69.66,10855.0,120.0,7.586666666666666,39.833333333333336,1.119047619047619,1128.0,1008.0,2136.0,2208.0,30288.0
2016-04-19,3.48,78.72,4.515000000000001,80.78,,3.045,69.12,,,7.580000000000001,39.833333333333336,1.0227272727272727,1080.0,1056.0,2136.0,2256.0,29664.0
2016-04-20,3.68,79.49,4.855,80.72,2.951666666666666,2.975,69.83,,,7.580000000000001,39.833333333333336,0.7843137254901961,960.0,1224.0,2184.0,2304.0,29736.0
2016-04-21,3.3,80.85,4.970000000000001,80.77,,2.955,69.78,,,7.571666666666666,40.0,0.6346153846153846,792.0,1248.0,2040.0,2136.0,25080.0
2016-04-22,3.57,76.8,4.59,81.08,,2.97,69.62,,,7.571666666666666,40.5,0.6226415094339622,792.0,1272.0,2064.0,2184.0,27768.0
2016-04-23,3.05,75.23,4.645,82.28,2.9566666666666666,3.005,71.61,10008.333333333334,140.0,7.5683333333333325,40.0,0.82,984.0,1200.0,2184.0,2232.0,26520.0
2016-04-24,2.34,77.31,4.665,81.24,,2.915,69.65,,,7.56,40.166666666666664,0.9583333333333334,1104.0,1152.0,2256.0,2328.0,23736.0
2016-04-25,4.52,79.85,4.4,81.57,2.888333333333333,2.8899999999999997,70.13,9896.666666666666,200.0,7.555,40.5,0.9019607843137255,1104.0,1224.0,2328.0,2352.0,24768.0
2016-04-26,3.55,79.89,4.675000000000001,81.11,,2.865,69.78,,,7.551666666666667,40.833333333333336,1.15,1104.0,960.0,2064.0,2040.0,24480.0
2016-04-27,4.38,78.75,4.744999999999999,81.91,2.905,2.855,70.06,,,7.551666666666667,41.0,1.2162162162162162,1080.0,888.0,1968.0,1968.0,23688.0
2016-04-28,3.96,78.02,5.03,81.13,,2.91,69.83,,,7.555,41.0,1.2162162162162162,1080.0,888.0,1968.0,2448.0,24456.0
2016-04-29,4.0,76.73,4.71,81.42,,2.88,70.39,,,7.55,41.0,1.1944444444444444,1032.0,864.0,1896.0,2208.0,27672.0
2016-04-30,5.54,74.98,4.595000000000001,81.19,2.8683333333333336,2.84,69.96,8565.0,320.0,7.551666666666667,40.666666666666664,0.9545454545454546,1008.0,1056.0,2064.0,2040.0,29040.0
2016-05-01,4.53,74.66,4.335,81.39,,2.85,69.7,,,7.546666666666667,41.0,1.069767441860465,1104.0,1032.0,2136.0,2040.0,29880.0
2016-05-02,3.92,76.5,4.155,82.24,2.896666666666667,2.84,71.74,,,7.538333333333334,40.833333333333336,1.0952380952380953,1104.0,1008.0,2112.0,2232.0,32112.0
2016-05-03,3.22,74.65,3.885,81.55,,2.8449999999999998,70.09,,,7.546666666666667,41.0,1.6071428571428572,1080.0,672.0,1752.0,1704.0,33480.0
2016-05-04,3.63,76.55,4.785,82.07,2.838333333333333,2.83,69.79,9508.333333333334,320.0,7.5616666666666665,41.0,2.8,1008.0,360.0,1368.0,1224.0,28944.0
2016-05-05,3.96,76.0,4.875,81.93,,2.81,70.27,,,7.573333333333333,41.166666666666664,2.3333333333333335,840.0,360.0,1200.0,1104.0,22824.0
2016-05-06,4.7,75.81,4.48,81.58,,2.755,69.15,,,7.579999999999999,40.833333333333336,1.3333333333333333,960.0,720.0,1680.0,1776.0,27336.0
2016-05-07,4.02,74.44,4.9350000000000005,81.92,2.816,2.775,69.57,10706.666666666666,140.0,7.591666666666666,41.0,1.1612903225806452,864.0,744.0,1608.0,1560.0,26232.0
2016-05-08,4.51,74.47,4.324999999999999,81.75,,2.76,70.14,,,7.595,40.833333333333336,1.1935483870967742,888.0,744.0,1632.0,1608.0,24624.0
2016-05-09,2.96,73.93,4.335,81.08,2.796666666666667,2.775,69.22,,,7.588333333333334,41.0,1.4545454545454546,1152.0,792.0,1944.0,1944.0,24288.0
2016-05-10,3.39,75.5,4.970000000000001,81.05,,2.755,68.68,,,7.580000000000001,40.833333333333336,1.6785714285714286,1128.0,672.0,1800.0,1704.0,26352.0
2016-05-11,3.27,71.8,5.21,81.36,2.8249999999999997,2.775,69.61,10935.0,160.0,7.581666666666667,40.833333333333336,1.5333333333333334,1104.0,720.0,1824.0,1992.0,27984.0
2016-05-12,3.51,72.17,4.83,80.76,,2.7300000000000004,69.23,,,7.581666666666666,41.0,1.4848484848484849,1176.0,792.0,1968.0,1920.0,26400.0
2016-05-13,2.57,65.61,4.775,81.21,,2.7649999999999997,70.0,,,7.581666666666667,41.0,1.131578947368421,1032.0,912.0,1944.0,1992.0,25992.0
2016-05-14,5.21,67.73,4.779999999999999,80.69,2.74,2.74,68.55,9940.0,120.0,7.578333333333333,41.0,1.236842105263158,1128.0,912.0,2040.0,2088.0,21744.0
2016-05-15,4.02,68.46,5.045,80.3,,2.77,69.08,,,7.580000000000001,41.166666666666664,1.1951219512195121,1176.0,984.0,2160.0,2184.0,24720.0
2016-05-16,4.39,70.9,4.965,80.62,2.763333333333333,2.8200000000000003,68.97,,,7.571666666666666,41.333333333333336,1.1428571428571428,1152.0,1008.0,2160.0,2208.0,24456.0
2016-05-17,4.33,73.87,4.545,80.34,,2.815,69.29,,,7.561666666666667,41.333333333333336,1.1282051282051282,1056.0,936.0,1992.0,2520.0,26040.0
2016-05-18,3.45,74.24,4.654999999999999,80.67,2.7816666666666667,2.84,68.51,,,7.565,41.166666666666664,1.125,1080.0,960.0,2040.0,2304.0,25320.0
2016-05-19,3.76,71.8,4.385,81.77,,2.795,69.83,,,7.566666666666666,41.333333333333336,1.2857142857142858,1080.0,840.0,1920.0,1968.0,23016.0
2016-05-20,3.41,73.52,4.6899999999999995,80.16,,2.795,67.84,,,7.5683333333333325,41.0,1.3235294117647058,1080.0,816.0,1896.0,2112.0,23160.0
2016-05-21,4.09,78.19,4.515000000000001,80.61,2.7283333333333335,2.755,68.4,10331.666666666666,140.0,7.574999999999999,41.166666666666664,1.25,1080.0,864.0,1944.0,2040.0,24432.0
2016-05-22,3.65,76.18,4.52,80.17,,2.825,68.3,,,7.578333333333334,41.333333333333336,1.0,960.0,960.0,1920.0,2064.0,24576.0
2016-05-23,3.77,73.44,4.88,80.71,2.7120000000000006,2.8449999999999998,68.83,10236.0,216.0,7.568333333333334,41.166666666666664,1.1538461538461537,1080.0,936.0,2016.0,2016.0,27000.0
2016-05-24,2.07,75.62,4.380000000000001,81.24,,2.795,68.29,,,7.568333333333334,41.5,1.0454545454545454,1104.0,1056.0,2160.0,2040.0,23784.0
2016-05-25,5.85,76.33,4.805,81.39,2.78,2.855,69.61,,,7.585000000000001,41.333333333333336,1.1282051282051282,1056.0,936.0,1992.0,1992.0,25608.0
2016-05-26,3.79,75.23,4.359999999999999,80.95,,2.8449999999999998,68.76,,,7.588333333333334,41.166666666666664,1.2222222222222223,1056.0,864.0,1920.0,1848.0,24576.0
2016-05-27,3.47,75.37,4.62,81.28,,2.915,69.47,,,7.583333333333333,41.0,1.175,1128.0,960.0,2088.0,2112.0,23328.0
2016-05-28,3.43,75.79,4.39,81.11,2.763333333333333,2.88,69.61,8835.0,360.0,7.583333333333333,41.166666666666664,1.0731707317073171,1056.0,984.0,2040.0,2160.0,23400.0
2016-05-29,3.53,75.51,4.984999999999999,81.31,,2.855,68.37,,,7.581666666666667,41.166666666666664,1.236842105263158,1128.0,912.0,2040.0,2016.0,24144.0
2016-05-30,3.41,76.47,4.165,81.65,2.7950000000000004,2.9050000000000002,69.17,9651.666666666666,420.0,7.583333333333333,41.0,1.205128205128205,1128.0,936.0,2064.0,2136.0,22392.0
2016-05-31,3.06,75.57,4.665,81.42,,2.865,69.23,,,7.586666666666667,41.0,1.0454545454545454,1104.0,1056.0,2160.0,2328.0,21048.0
2016-06-01,2.83,75.92,4.62,81.81,2.7533333333333334,2.865,69.41,,,7.556666666666666,40.666666666666664,1.1794871794871795,1104.0,936.0,2040.0,2352.0,21264.0
2016-06-02,3.14,77.76,4.825,81.35,,2.865,69.27,,,7.463333333333332,41.333333333333336,1.2105263157894737,1104.0,912.0,2016.0,2208.0,19968.0
2016-06-03,3.58,76.89,4.555,81.84,,2.8499999999999996,70.08,,,7.503333333333333,40.833333333333336,1.205128205128205,1128.0,936.0,2064.0,1992.0,20904.0
2016-06-04,3.47,76.31,4.125,81.84,2.698333333333333,2.735,69.59,10813.333333333334,420.0,7.531666666666666,40.666666666666664,1.170731707317073,1152.0,984.0,2136.0,2040.0,20784.0
2016-06-05,3.23,75.91,4.45,81.68,,2.7,69.05,,,7.471666666666667,40.833333333333336,1.2702702702702702,1128.0,888.0,2016.0,2016.0,21288.0
2016-06-06,4.55,76.82,4.365,81.78,2.7166666666666663,2.7,69.05,,,7.503333333333333,41.0,1.303030303030303,1032.0,792.0,1824.0,1848.0,21576.0
2016-06-07,5.26,76.67,5.135,81.65,,2.6,68.15,,,7.495000000000001,41.0,1.6538461538461537,1032.0,624.0,1656.0,1608.0,20784.0
2016-06-08,5.06,76.36,5.0,81.33,2.716666666666667,2.545,67.98,10345.0,880.0,7.486666666666667,41.333333333333336,1.5357142857142858,1032.0,672.0,1704.0,1608.0,20712.0
2016-06-09,4.29,76.98,4.665,81.17,,2.775,69.64,,,7.483333333333333,41.166666666666664,1.7083333333333333,984.0,576.0,1560.0,1440.0,19152.0
2016-06-10,3.85,76.3,4.525,81.36,,2.605,67.89,,,7.473333333333333,41.0,1.5333333333333334,1104.0,720.0,1824.0,1656.0,18384.0
2016-06-11,4.07,76.21,4.4,81.98,2.716666666666667,2.63,67.58,10665.0,1200.0,7.456666666666667,41.166666666666664,1.8,1080.0,600.0,1680.0,1488.0,17784.0
2016-06-12,5.19,68.51,4.574999999999999,81.45,,2.67,68.51,,,7.451666666666667,41.0,1.4666666666666666,1056.0,720.0,1776.0,1776.0,17064.0
2016-06-13,3.76,77.25,4.775,82.1,2.723333333333333,2.635,68.12,,,7.3066666666666675,41.0,1.5517241379310345,1080.0,696.0,1776.0,1656.0,18648.0
2016-06-14,3.54,79.41,4.57,83.48,,2.715,71.78,,,7.335000000000001,41.5,1.5666666666666667,1128.0,720.0,1848.0,1632.0,19176.0
2016-06-15,3.87,,4.255,82.13,2.6950000000000003,2.685,69.28,10423.333333333334,1360.0,7.323333333333334,41.333333333333336,2.1904761904761907,1104.0,504.0,1608.0,1464.0,17904.0
2016-06-16,4.0,77.74,5.115,82.59,,2.6399999999999997,68.95,,,7.458,41.5,2.3684210526315788,1080.0,456.0,1536.0,1440.0,17904.0
2016-06-17,3.5,76.81,5.13,82.44,,2.645,69.0,,,7.465999999999999,41.333333333333336,2.3684210526315788,1080.0,456.0,1536.0,1464.0,17928.0
2016-06-18,4.36,76.83,3.94,82.4,2.73,2.7699999999999996,69.7,10415.0,1640.0,7.386666666666667,41.333333333333336,1.4,1008.0,720.0,1728.0,1632.0,18288.0
2016-06-19,3.91,77.47,4.640000000000001,81.84,,2.785,68.93,,,7.497999999999999,41.333333333333336,1.4193548387096775,1056.0,744.0,1800.0,2016.0,20640.0
2016-06-20,7.5,75.08,4.9399999999999995,82.78,2.6160000000000005,2.76,67.32,,,7.418333333333333,41.5,2.1578947368421053,984.0,456.0,1440.0,1416.0,18432.0
2016-06-21,6.83,72.2,4.71,82.92,,2.625,69.07,,,7.5600000000000005,41.333333333333336,1.72,1032.0,600.0,1632.0,1608.0,19608.0
2016-06-22,3.94,78.82,4.595,83.14,2.6966666666666668,2.62,70.14,,,7.421666666666667,41.5,1.5714285714285714,1056.0,672.0,1728.0,1704.0,19824.0
2016-06-23,3.8,76.42,4.685,82.11,,2.6,68.03,,,7.578,41.5,1.5925925925925926,1032.0,648.0,1680.0,1656.0,20040.0
2016-06-24,3.83,71.04,4.529999999999999,82.27,,2.585,69.64,,,7.572,41.5,1.4333333333333333,1032.0,720.0,1752.0,1752.0,18864.0
2016-06-25,3.39,75.61,5.07,82.89,2.681666666666667,2.665,70.25,8776.666666666666,1100.0,7.564,41.5,1.7916666666666667,1032.0,576.0,1608.0,1584.0,18120.0
2016-06-26,3.12,78.29,5.215,81.96,,2.615,69.21,,,7.562,41.5,2.3684210526315788,1080.0,456.0,1536.0,1584.0,17064.0
2016-06-27,3.05,78.66,5.09,82.54,2.6749999999999994,2.7800000000000002,70.09,,,7.552,41.5,1.9545454545454546,1032.0,528.0,1560.0,1584.0,16680.0
2016-06-28,3.22,79.56,4.895,80.96,,2.785,70.28,,,7.548,41.333333333333336,2.0434782608695654,1128.0,552.0,1680.0,1608.0,16080.0
2016-06-29,2.87,80.03,5.390000000000001,82.16,2.67,2.78,70.76,8363.333333333334,1240.0,7.548,41.333333333333336,1.75,1008.0,576.0,1584.0,1440.0,16512.0
2016-06-30,2.91,78.15,4.355,81.75,,2.775,70.96,,,7.271666666666667,41.166666666666664,1.9583333333333333,1128.0,576.0,1704.0,1656.0,17016.0
2016-07-01,3.13,76.69,5.1,81.57,,2.715,70.38,,,7.558,41.333333333333336,1.7692307692307692,1104.0,624.0,1728.0,1728.0,17616.0
2016-07-02,3.71,71.77,4.34,80.89,2.6466666666666665,2.705,71.0,10428.333333333334,1300.0,7.558,41.166666666666664,1.6428571428571428,1104.0,672.0,1776.0,1776.0,18456.0
2016-07-03,3.96,68.77,4.470000000000001,80.55,,2.7,70.41,,,7.562,41.0,1.6666666666666667,1080.0,648.0,1728.0,1608.0,19296.0
2016-07-04,4.4,66.56,4.62,80.51,2.6216666666666666,2.7,69.95,10366.666666666666,1080.0,7.575999999999999,41.333333333333336,1.6842105263157894,768.0,456.0,1224.0,1224.0,19680.0
2016-07-05,3.53,68.64,5.08,80.58,,2.92,70.18,,,7.587999999999999,41.166666666666664,2.875,1104.0,384.0,1488.0,1464.0,19320.0
2016-07-06,3.29,,4.54,80.45,2.623333333333333,2.66,70.05,,,7.593999999999999,41.0,2.9375,1128.0,384.0,1512.0,1512.0,18528.0
2016-07-07,3.22,71.13,4.965,79.6,,2.625,69.05,,,7.601999999999999,41.0,2.3,1104.0,480.0,1584.0,1584.0,18864.0
2016-07-08,3.67,65.91,4.404999999999999,79.18,,2.6500000000000004,69.02,,,7.606,41.166666666666664,2.473684210526316,1128.0,456.0,1584.0,1536.0,18120.0
2016-07-09,3.98,63.6,5.27,78.73,2.6566666666666667,2.625,69.95,10251.666666666666,560.0,7.606,41.0,2.5555555555555554,1104.0,432.0,1536.0,1488.0,18144.0
2016-07-10,4.0,62.78,4.865,77.94,,2.585,67.38,,,7.608,41.0,2.1363636363636362,1128.0,528.0,1656.0,1680.0,18480.0
2016-07-11,4.56,62.16,5.205,77.33,2.651666666666667,2.64,67.34,10233.333333333334,620.0,7.608,41.0,2.764705882352941,1128.0,408.0,1536.0,1536.0,19128.0
2016-07-12,,,4.91,76.69,,2.58,65.55,,,7.601999999999999,41.0,2.142857142857143,1080.0,504.0,1584.0,1560.0,19680.0
2016-07-13,3.36,67.85,5.21,77.42,2.6533333333333333,2.6550000000000002,66.36,,,7.616,40.833333333333336,2.25,1080.0,480.0,1560.0,1512.0,20112.0
2016-07-14,3.44,72.93,4.42,76.79,,2.64,65.65,,,7.612,40.833333333333336,2.5,1080.0,432.0,1512.0,1440.0,20832.0
2016-07-15,3.49,76.06,5.105,78.61,,2.675,68.54,,,7.608,40.833333333333336,3.142857142857143,1056.0,336.0,1392.0,1248.0,20088.0
2016-07-16,3.29,,4.67,77.98,2.605,2.725,66.42,10286.666666666666,340.0,7.603999999999999,41.0,2.611111111111111,1128.0,432.0,1560.0,1416.0,20280.0
2016-07-17,2.69,76.38,5.02,78.29,,2.67,65.79,,,7.598000000000001,41.333333333333336,2.25,1080.0,480.0,1560.0,1464.0,20520.0
2016-07-18,3.77,77.37,5.3149999999999995,77.87,2.7566666666666664,2.1799999999999997,67.18,9716.666666666666,440.0,7.5920000000000005,41.333333333333336,2.6875,1032.0,384.0,1416.0,1344.0,19992.0
2016-07-19,2.83,76.47,4.995,78.41,,,66.53,,,7.593999999999999,41.166666666666664,2.8125,1080.0,384.0,1464.0,1296.0,18960.0
2016-07-20,2.67,79.52,4.96,77.89,2.5833333333333335,2.7350000000000003,66.64,,,7.593999999999999,41.333333333333336,3.0,1080.0,360.0,1440.0,1320.0,18312.0
2016-07-21,2.65,78.15,5.470000000000001,78.51,,2.73,66.99,,,7.601999999999999,41.333333333333336,3.3076923076923075,1032.0,312.0,1344.0,1200.0,18168.0
2016-07-22,3.09,75.94,5.1850000000000005,77.79,,2.6399999999999997,65.78,,,7.6,41.166666666666664,2.5294117647058822,1032.0,408.0,1440.0,1488.0,18000.0
2016-07-23,2.99,76.7,5.095,79.34,2.6249999999999996,2.58,67.62,7931.666666666667,440.0,7.596000000000001,41.0,1.4666666666666666,1056.0,720.0,1776.0,1776.0,18648.0
2016-07-24,2.89,76.61,4.984999999999999,79.43,,2.705,67.18,,,7.596000000000001,41.0,1.7307692307692308,1080.0,624.0,1704.0,1632.0,18168.0
2016-07-25,3.25,77.1,5.3149999999999995,79.59,2.6016666666666666,2.745,67.81,8251.666666666666,460.0,7.582000000000001,40.833333333333336,1.9565217391304348,1080.0,552.0,1632.0,1608.0,17904.0
2016-07-26,3.59,74.91,5.199999999999999,79.48,,2.715,68.08,,,7.57,40.833333333333336,1.9565217391304348,1080.0,552.0,1632.0,1536.0,17400.0
2016-07-27,3.2,75.15,5.76,79.72,2.5949999999999998,2.565,66.61,,,7.978333333333334,41.0,1.6923076923076923,1056.0,624.0,1680.0,1728.0,18480.0
2016-07-28,3.16,76.67,5.6850000000000005,79.58,,2.545,67.06,,,7.968333333333333,40.833333333333336,1.6428571428571428,1104.0,672.0,1776.0,1728.0,18600.0
2016-07-29,3.04,74.72,5.07,79.37,,2.665,67.55,,,7.963333333333332,40.5,1.8076923076923077,1128.0,624.0,1752.0,1680.0,18408.0
2016-07-30,4.77,75.62,5.300000000000001,79.52,2.5716666666666663,2.5149999999999997,67.28,,,7.958333333333332,40.833333333333336,2.1363636363636362,1128.0,528.0,1656.0,1560.0,17952.0
2016-07-31,3.24,75.4,5.26,79.37,,2.72,67.86,,,7.946666666666665,40.666666666666664,2.611111111111111,1128.0,432.0,1560.0,1464.0,17472.0
2016-08-01,2.87,75.49,4.640000000000001,80.04,2.558333333333333,2.55,67.3,9746.666666666666,560.0,7.5200000000000005,41.0,2.473684210526316,1128.0,456.0,1584.0,1488.0,17712.0
2016-08-02,3.18,75.14,5.08,80.11,,2.51,67.15,,,7.51,41.0,4.0,1152.0,288.0,1440.0,1296.0,16776.0
2016-08-03,2.79,76.29,4.965,79.98,2.515,2.5700000000000003,68.21,9823.333333333334,580.0,7.5,40.666666666666664,2.473684210526316,1128.0,456.0,1584.0,1512.0,15984.0
2016-08-04,2.83,75.2,4.545,79.25,,2.57,66.43,,,7.491999999999999,40.5,1.8461538461538463,1152.0,624.0,1776.0,1704.0,16560.0
2016-08-05,2.89,76.05,3.905,70.82,,2.54,67.31,,,7.486,40.5,1.6551724137931034,1152.0,696.0,1848.0,1800.0,16800.0
