,DS_PS_in(%),VS_PS_in(%),DS_WS_in(%),VS_WS_in(%),DS_Digester(%),DS_eff(%),VS_eff(%),ALK(mg CaCO3/L),FA(mg/L),pH,T(°C),Q_PS/Q_WS,Q_PS_in(m³/d),Q_WS_in(m³/d),Q_Total(m³/d),Q_eff(m³/d),Q_Biogas(Nm³/d),Pre_DS_eff(%)
2014-09-05,4.15,74.37800000000001,5.9,77.846,3.09,3.045,66.0,11107.333333333332,976.0,7.356666666666666,39.9,1.3548387096774193,1008.0,744.0,1752.0,1992.0,18552.0,3.0864341
2014-09-06,4.99,73.96199999999999,5.890000000000001,77.538,3.125,3.035,66.57,13356.666666666666,1120.0,7.378333333333334,40.016666666666666,1.6296296296296295,1056.0,648.0,1704.0,1920.0,21336.0,3.0586984
2014-09-07,4.18,73.32,6.265,78.27,3.125,3.125,65.83,13620.833333333334,1138.0,7.4316666666666675,40.333333333333336,1.4193548387096775,1056.0,744.0,1800.0,1968.0,22608.0,3.1473682
2014-09-08,5.48,73.821,6.135,77.692,3.22,3.115,66.8,13438.333333333334,1260.0,7.435,40.41666666666666,1.3636363636363635,1080.0,792.0,1872.0,2016.0,22536.0,3.2762651
2014-09-09,4.34,71.94,5.645,77.57,3.22,3.13,66.18,13464.166666666666,1082.6,7.391666666666667,40.13333333333333,1.4333333333333331,1032.0,720.0,1752.0,1872.0,25224.0,3.2296536
2014-09-10,4.16,73.71900000000001,5.925,77.503,3.1966666666666668,3.16,65.09,13425.866666666665,1076.0,7.39,40.083333333333336,1.4666666666666666,1056.0,720.0,1776.0,1944.0,23232.0,3.2616158
2014-09-11,3.625,71.57,4.725,77.85,3.1966666666666668,3.135,66.12,13068.5,1026.0,7.393333333333333,40.16666666666667,1.4482758620689655,1008.0,696.0,1704.0,1872.0,22968.0,3.1362507
2014-09-12,3.625,74.423,4.6,78.22999999999999,3.1966666666666668,3.135,66.12,14066.366666666665,1201.2,7.416666666666667,40.13333333333333,1.25,1080.0,864.0,1944.0,2280.0,26256.0,3.1623027
2014-09-13,3.685000000000001,73.821,4.744999999999999,77.91000000000001,3.215,3.225,65.82,15021.666666666666,1240.0,7.435,40.21666666666666,1.375,1056.0,768.0,1824.0,2088.0,22464.0,3.1852639
2014-09-14,3.965,74.13600000000001,5.5600000000000005,78.241,3.215,3.1900000000000004,65.38,13533.2,1156.4,7.435,40.1,1.2162162162162162,1080.0,888.0,1968.0,2232.0,22464.0,3.244159
2014-09-15,3.875,74.695,5.6,78.384,3.186666666666667,3.23,66.07,14671.666666666666,1260.0,7.44,40.35,1.3235294117647058,1080.0,816.0,1896.0,2136.0,22200.0,3.244159
2014-09-16,4.865,68.51,6.29,77.94,3.1333333333333333,3.205,66.13,13992.35,1134.4,7.406666666666666,40.41666666666666,1.6071428571428572,1080.0,672.0,1752.0,2064.0,22056.0,3.0987391
2014-09-17,3.59,74.47,5.73,77.902,3.2133333333333334,3.09,66.1,13999.866666666669,1078.8,7.373333333333334,39.93333333333334,1.3235294117647058,1080.0,816.0,1896.0,2136.0,23016.0,3.2245207
2014-09-18,3.45,74.738,5.195,78.318,3.216666666666667,3.2350000000000003,66.62,13163.266666666666,970.8,7.37,39.93333333333334,1.0975609756097562,1080.0,984.0,2064.0,2376.0,24456.0,3.1849113
2014-09-19,3.5,73.99000000000001,5.0,77.886,3.216666666666667,3.2,66.6,14291.6,1200.0,7.361666666666667,39.93333333333334,1.0,1080.0,1080.0,2160.0,2448.0,25392.0,3.1988502
2014-09-20,4.105,73.758,5.585,77.822,3.233333333333334,3.1950000000000003,66.56,14313.333333333334,1040.0,7.353333333333334,40.0,1.40625,1080.0,768.0,1848.0,2136.0,25152.0,3.2562566
2014-09-21,3.005,73.38,4.96,77.584,3.233333333333334,3.205,66.49,12692.866666666667,1002.0,7.356666666666666,40.0,1.4193548387096775,1056.0,744.0,1800.0,2112.0,23424.0,3.1440508
2014-09-22,3.845,72.44099999999999,5.095,77.97,3.261666666666667,3.16,66.21,14328.333333333334,1180.0,7.346666666666667,40.0,1.3636363636363635,1080.0,792.0,1872.0,2112.0,24576.0,3.221123
2014-09-23,5.055,74.391,5.365,78.205,3.261666666666667,3.155,66.87,12599.533333333333,1021.1333333333334,7.35,40.0,1.2941176470588236,1056.0,816.0,1872.0,2136.0,23736.0,3.2500496
2014-09-24,5.255,73.70500000000001,5.385,77.868,3.223333333333333,3.175,66.75,13579.93333333333,1050.4,7.351666666666667,40.083333333333336,1.4666666666666666,1056.0,720.0,1776.0,2112.0,24720.0,3.2255108
2014-09-25,3.45,73.705,4.4350000000000005,77.868,3.223333333333333,3.16,66.3,13579.93333333333,1050.4,7.356666666666666,40.083333333333336,1.4516129032258065,1080.0,744.0,1824.0,2112.0,24720.0,3.146442
2014-09-26,3.75,74.34200000000001,4.5,78.014,3.223333333333333,3.16,66.3,13504.333333333332,1062.4,7.359999999999999,40.083333333333336,1.40625,1080.0,768.0,1848.0,2064.0,24528.0,3.15265
2014-09-27,5.035,73.75800000000001,5.255,77.598,3.183333333333333,3.2350000000000003,66.45,14420.0,920.0,7.363333333333333,39.91666666666666,1.3333333333333333,1056.0,792.0,1848.0,2160.0,25152.0,3.1826704
2014-09-28,3.965,71.94,5.135,77.65,3.1766666666666663,3.2750000000000004,66.75,14051.3,1200.0,7.364999999999999,39.91666666666666,1.2857142857142858,1080.0,840.0,1920.0,2136.0,26016.0,3.1687396
2014-09-29,4.27,74.52000000000001,5.155,78.02000000000001,3.22,3.165,65.66,13340.0,1120.0,7.373333333333334,39.9,1.2162162162162162,1080.0,888.0,1968.0,2328.0,26328.0,3.201725
2014-09-30,3.915,74.196,4.41,78.03099999999999,3.183333333333333,3.1950000000000003,66.26,12986.966666666665,970.8,7.38,39.9,1.2162162162162162,1080.0,888.0,1968.0,2280.0,26880.0,3.1373482
2014-10-01,3.96,73.54100000000001,5.4,78.54400000000001,3.2950000000000004,3.265,66.0,14154.333333333332,1202.4,7.243333333333333,41.66666666666666,1.3636363636363635,1080.0,792.0,1872.0,2208.0,26328.0,3.2790048
2014-10-02,3.395,74.454,5.494999999999999,78.36600000000001,3.133,3.155,66.15,14066.0,1158.6,7.245,41.66666666666666,1.4838709677419355,1104.0,744.0,1848.0,2160.0,25392.0,3.088776
2014-10-03,4.0955,73.593,5.2865,77.966,3.129166666666667,3.1015,64.52799999999999,14420.366666666665,1190.4,7.246666666666666,41.5,1.5,1080.0,720.0,1800.0,2112.0,25848.0,3.0816286
2014-10-04,4.449999999999999,73.79099999999998,6.305,78.122,3.22,3.19,66.0,14796.666666666666,1120.0,7.25,41.5,1.6428571428571428,1104.0,672.0,1776.0,2016.0,25728.0,3.2330594
2014-10-05,4.0954999999999995,73.791,5.286499999999999,78.122,3.129166666666667,3.1015,64.52799999999999,13804.366666666665,1129.6,7.260000000000001,41.333333333333336,1.4375,1104.0,768.0,1872.0,2088.0,25584.0,3.0816286
2014-10-06,3.88,71.82,4.795,78.89,3.2566666666666664,3.24,65.88,14401.666666666666,1120.0,7.253333333333333,41.0,1.40625,1080.0,768.0,1848.0,2136.0,24912.0,3.2049165
2014-10-07,4.390000000000001,74.46300000000001,4.515,78.335,3.1421666666666668,3.245,66.2,14026.5,1158.6,7.256666666666667,40.833333333333336,1.3529411764705883,1104.0,816.0,1920.0,2184.0,25224.0,3.086439
2014-10-08,3.95,73.11899999999999,4.33,78.014,3.248333333333333,3.235,65.91,13444.0,1064.7333333333333,7.255,40.833333333333336,1.3333333333333333,1056.0,792.0,1848.0,2184.0,24312.0,3.1599996
2014-10-09,4.42,73.576,4.955,78.02799999999999,3.1446666666666667,3.205,66.4,13989.93333333333,1134.4,7.255,40.833333333333336,1.4838709677419355,1104.0,744.0,1848.0,2112.0,24864.0,3.1000192
2014-10-10,4.0865,73.96799999999999,5.159000000000001,77.854,3.1348333333333334,3.0895,64.616,13464.166666666666,1082.6,7.253333333333333,40.833333333333336,1.5333333333333334,1104.0,720.0,1824.0,2016.0,25320.0,2.97154
2014-10-11,3.855,72.99,4.715,76.902,3.2566666666666664,3.245,66.02,14461.666666666666,1120.0,7.25,40.66666666666666,1.4375,1104.0,768.0,1872.0,2112.0,26136.0,3.1978667
2014-10-12,4.5,73.92,4.74,79.21,3.139,3.25,66.66,13773.033333333331,1127.0,7.25,40.0,1.5333333333333334,1104.0,720.0,1824.0,2016.0,25560.0,2.9642205
2014-10-13,4.007999999999999,72.766,5.2844999999999995,77.803,3.1420000000000003,3.1285,65.026,13947.2,1139.6,7.251666666666665,40.5,1.4516129032258065,1080.0,744.0,1824.0,2136.0,28536.0,3.1211565
2014-10-14,4.005,72.46,4.85,80.01,3.138333333333333,3.21,66.94,12632.699999999999,981.4,7.25,40.333333333333336,1.4375,1104.0,768.0,1872.0,2040.0,27072.0,2.8128352
2014-10-15,3.89,73.988,5.115,77.598,3.2199999999999998,3.27,66.81,14026.5,1158.6,7.256666666666668,40.66666666666666,1.46875,1128.0,768.0,1896.0,2208.0,25128.0,3.1917007
2014-10-16,3.55,73.758,5.574999999999999,77.46600000000001,3.1423333333333336,3.26,67.13,14026.5,1158.6,7.260000000000001,40.833333333333336,1.5161290322580645,1128.0,744.0,1872.0,2064.0,25176.0,3.1357715
2014-10-17,4.138,73.99000000000001,5.2825,77.886,3.1286666666666667,3.053,64.86999999999998,14389.4,1201.2,7.260000000000001,40.333333333333336,1.3714285714285714,1152.0,840.0,1992.0,2256.0,25464.0,3.080639
2014-10-18,4.255,74.12100000000001,5.255000000000001,78.295,3.1749999999999994,3.175,66.59,13588.333333333334,1220.0,7.258333333333333,40.16666666666666,1.5,1080.0,720.0,1800.0,2040.0,27360.0,3.2039335
2014-10-19,4.18,70.17,5.24,80.25,3.1369999999999996,3.215,67.16,14420.366666666665,1190.4,7.258333333333333,40.16666666666666,1.5666666666666669,1128.0,720.0,1848.0,2088.0,25800.0,2.9896138
2014-10-20,4.29,72.911,5.130000000000001,77.95,3.215,3.24,67.48,14301.666666666666,980.0,7.260000000000001,39.5,1.5862068965517242,1104.0,696.0,1800.0,1968.0,24528.0,3.1645448
2014-10-21,3.57,71.97,5.29,80.37,3.138333333333333,3.2,67.23,13947.2,1139.6,7.260000000000001,39.5,1.4375,1104.0,768.0,1872.0,2160.0,28464.0,2.9601948
2014-10-22,5.050000000000001,73.97200000000001,5.42,77.782,3.2099999999999995,3.21,67.26,13344.966666666665,1078.8,7.261666666666666,39.16666666666666,1.3823529411764706,1128.0,816.0,1944.0,2232.0,27024.0,3.233697
2014-10-23,4.99,73.78299999999999,5.65,78.30799999999999,3.150166666666667,3.1950000000000003,66.52,12599.533333333333,1021.1333333333334,7.213333333333334,42.0,1.2941176470588236,1056.0,816.0,1872.0,2136.0,23736.0,3.176441
2014-10-24,4.0955,74.50699999999999,5.286499999999999,78.345,3.1291666666666664,3.1015,64.52799999999999,13699.566666666666,1107.2,7.251666666666666,39.333333333333336,1.3333333333333333,1152.0,864.0,2016.0,2424.0,22632.0,3.0495327
2014-10-25,5.484999999999999,74.60199999999999,5.335,78.30999999999999,3.285,3.22,66.3,16683.333333333332,1080.0,7.249999999999999,39.0,1.3823529411764706,1128.0,816.0,1944.0,2376.0,21456.0,3.2243905
2014-10-26,4.175000000000001,69.65,5.58,79.97,3.1336666666666666,3.245,66.72,14106.93333333333,1205.2,7.251666666666666,38.833333333333336,1.6071428571428572,1080.0,672.0,1752.0,2088.0,26328.0,3.0660882
2014-10-27,3.925,73.97200000000001,5.44,78.248,3.2616666666666667,3.205,66.46,13165.7,1048.4,7.245,38.833333333333336,1.7777777777777777,1152.0,648.0,1800.0,2112.0,27072.0,3.1972897
2014-10-28,3.0,74.454,4.904999999999999,78.36600000000001,3.1293333333333333,3.0785,64.562,14368.533333333335,1185.6,7.240000000000001,38.833333333333336,1.5666666666666669,1128.0,720.0,1848.0,2136.0,25488.0,2.8382251
2014-10-29,4.0954999999999995,73.96799999999999,5.286499999999999,77.63000000000001,3.1291666666666664,3.1015000000000006,64.52799999999999,14026.5,1158.6,7.218333333333334,38.66666666666666,1.5862068965517242,1104.0,696.0,1800.0,2160.0,25320.0,3.048117
2014-10-30,4.0955,73.85400000000001,5.286499999999999,77.752,3.129166666666667,3.1015,64.52799999999999,12081.866666666667,920.8,7.210000000000001,39.16666666666666,1.7142857142857142,1152.0,672.0,1824.0,2112.0,23664.0,2.9605296
2014-10-31,4.0955,72.441,5.2865,78.014,3.1291666666666664,3.1015,64.52799999999999,13504.333333333332,1062.4,7.21,39.16666666666666,1.7142857142857142,1152.0,672.0,1824.0,2112.0,24480.0,2.9729981
2014-11-01,3.67,73.92,5.470000000000001,78.77799999999999,3.223333333333333,3.25,66.89,15261.666666666666,1140.0,7.323333333333334,37.24,1.807692307692308,1128.0,624.0,1752.0,2016.0,26568.0,3.203924
2014-11-02,4.565,67.85,5.505000000000001,80.73,3.1390000000000002,3.215,66.24,14582.466666666665,1226.0,7.182666666666667,39.66166666666667,1.7777777777777777,1152.0,648.0,1800.0,2136.0,29568.0,3.0112426
2014-11-03,4.3469999999999995,75.81800000000001,7.6245,80.94800000000001,3.0190333333333337,3.004,67.44300000000001,14460.5,950.8,7.341266666666667,39.08166666666666,1.7777777777777777,1152.0,648.0,1800.0,2088.0,32352.0,2.9612331
2014-11-04,3.543,77.19700000000002,5.131500000000001,82.03,2.817833333333333,2.7855,69.655,12854.533333333333,814.4,7.417,39.45666666666666,1.7407407407407407,1128.0,648.0,1776.0,2088.0,35088.0,2.582605
2014-11-05,3.995,74.768,6.465,78.39500000000001,3.235,3.2300000000000004,66.48,15120.0,1080.0,7.361666666666667,37.3,1.92,1152.0,600.0,1752.0,1992.0,37608.0,3.2202625
2014-11-06,3.735,74.75899999999999,5.484999999999999,78.768,3.133,3.205,66.59,13707.533333333335,1194.4,7.182083333333333,39.83166666666667,2.0,1152.0,576.0,1728.0,1920.0,33936.0,3.0534174
2014-11-07,3.8089999999999997,75.95600000000002,5.405499999999999,80.68499999999999,2.9155333333333333,2.941,66.888,13965.966666666665,987.8,7.372633333333333,39.385666666666665,1.9583333333333333,1128.0,576.0,1704.0,1968.0,31488.0,2.8575644
2014-11-08,3.925,73.32500000000002,5.66,78.65299999999999,3.225,3.24,66.28,14520.0,1180.0,7.414999999999999,37.5,2.090909090909091,1104.0,528.0,1632.0,1896.0,28080.0,3.1772559
2014-11-09,3.605,74.93,5.449999999999999,81.18,3.134333333333333,3.2350000000000003,66.95,13002.666666666666,1079.0,7.181916666666666,40.143666666666675,1.7307692307692308,1080.0,624.0,1704.0,1848.0,27312.0,2.9789906
2014-11-10,4.075,74.464,5.53,78.45200000000001,3.2066666666666666,3.1950000000000003,65.71,14043.333333333334,920.0,7.315,37.42,1.84,1104.0,600.0,1704.0,1920.0,27456.0,3.1559873
2014-11-11,3.395,75.85,5.675,80.67,3.134333333333333,3.1950000000000003,66.5,13800.233333333332,1130.8,7.181916666666666,39.95166666666666,2.090909090909091,1104.0,528.0,1632.0,1824.0,28848.0,2.9804144
2014-11-12,3.65,74.72900000000001,5.945,78.495,3.196,3.2350000000000003,66.35,13742.1,1195.6,7.359999999999999,37.46,2.555555555555556,1104.0,432.0,1536.0,1656.0,29472.0,3.1914575
2014-11-13,3.87,73.821,5.984999999999999,77.91,3.24,3.18,66.43,13037.333333333334,1118.0,7.2123333333333335,40.379,1.375,1056.0,768.0,1824.0,2088.0,22464.0,3.2799094
2014-11-14,3.7535000000000003,73.81,5.325500000000001,81.70100000000001,3.0027333333333335,2.9684999999999997,67.67999999999999,12700.366666666667,773.4,7.319033333333332,38.974,2.9375,1128.0,384.0,1512.0,1608.0,27408.0,2.9036913
2014-11-15,3.1,71.838,5.890000000000001,78.413,3.2016666666666667,3.185,67.05,15638.333333333334,1120.0,7.403333333333333,37.3,2.9375,1128.0,384.0,1512.0,1608.0,27240.0,2.9777572
2014-11-16,3.4400000000000004,76.32,5.92,83.57,3.134333333333333,3.135,67.23,12747.5,975.0,7.181916666666666,40.04766666666667,3.357142857142857,1128.0,336.0,1464.0,1608.0,26640.0,2.918259
2014-11-17,3.68,74.682,5.915,78.413,3.1316666666666664,3.08,67.29,14798.333333333334,1160.0,7.426666666666667,37.58,2.875,1104.0,384.0,1488.0,1584.0,27120.0,3.0333707
2014-11-18,3.905,76.88,5.455,83.76,3.134333333333333,3.07,67.4,13318.0,1066.0,7.181916666666666,40.028333333333336,2.647058823529412,1080.0,408.0,1488.0,1680.0,27792.0,2.9277048
2014-11-19,5.225,74.643,5.51,78.339,3.1833333333333336,3.0,67.3,13324.0,1051.4,7.346666666666667,37.62,2.8125,1080.0,384.0,1464.0,1608.0,30480.0,2.950589
2014-11-20,4.34,71.41,5.17,77.95,3.1518333333333333,3.08,67.67,13504.333333333332,1062.4,7.1961666666666675,40.260000000000005,1.5862068965517242,1104.0,696.0,1800.0,1968.0,24528.0,3.103102
2014-11-21,4.9095,68.688,5.662000000000001,78.809,3.514566666666667,3.3010000000000006,61.251,14001.733333333334,972.0,7.349966666666667,38.742666666666665,1.4375,1104.0,768.0,1872.0,2160.0,28464.0,3.334741
2014-11-22,4.48,74.95100000000001,6.025,78.315,3.151666666666667,3.13,67.9,15173.333333333334,1140.0,7.571666666666665,37.46,2.611111111111111,1128.0,432.0,1560.0,1704.0,30888.0,3.1260684
2014-11-23,4.645,74.3,6.109999999999999,75.41,3.132166666666667,3.145,67.11,13517.633333333335,1036.2,7.178083333333333,39.92666666666666,2.2,1056.0,480.0,1536.0,1728.0,31920.0,3.0455399
2014-11-24,4.26,73.059,5.57,78.453,3.0916666666666663,3.095,67.79,14480.0,1080.0,7.158166666666666,39.68300000000001,2.35,1128.0,480.0,1608.0,1848.0,30864.0,3.0091467
2014-11-25,3.73,75.89,5.3,83.06,3.134333333333333,3.12,68.14,12659.866666666665,962.4,7.181916666666666,40.20666666666666,2.35,1128.0,480.0,1608.0,1800.0,35040.0,2.6766217
2014-11-26,3.515,74.75899999999999,5.405,78.768,3.141666666666667,3.12,67.87,13721.366666666665,1194.4,7.471666666666668,37.3,2.473684210526316,1128.0,456.0,1584.0,1752.0,34200.0,3.0609608
2014-11-27,4.08,74.674,5.615,77.953,3.1353333333333335,3.08,68.57,13599.966666666665,1034.2,7.184583333333333,39.79333333333334,2.35,1128.0,480.0,1608.0,1800.0,32112.0,2.9685812
2014-11-28,4.295,74.19200000000001,5.66,81.98,3.138333333333333,3.075,64.883,11947.433333333332,870.0,7.176416666666666,39.93966666666666,1.9166666666666667,1104.0,576.0,1680.0,1944.0,36984.0,2.9306948
2014-11-29,4.865,74.40599999999999,5.57,78.313,3.1566666666666663,3.065,67.47,12838.333333333334,840.0,7.241666666666667,37.42,1.9583333333333333,1128.0,576.0,1704.0,1992.0,36312.0,3.0724695
2014-11-30,3.94,70.05,6.029999999999999,81.64,3.138333333333333,3.07,68.1,13062.166666666666,1026.0,7.1764166666666656,39.80200000000001,1.6666666666666667,1080.0,648.0,1728.0,2016.0,36168.0,2.974311
2014-12-01,3.63,75.273,5.395,78.753,3.1833333333333336,3.095,68.6,14120.0,1000.0,7.564999999999999,37.36,1.4838709677419355,1104.0,744.0,1848.0,1992.0,32832.0,3.1709108
2014-12-02,5.65,75.97,5.15,81.36,3.134333333333333,3.1100000000000003,68.03,13096.833333333332,970.0,7.181916666666666,40.11,1.15,1104.0,960.0,2064.0,2256.0,37632.0,2.890626
2014-12-03,3.415,72.816,4.82,78.452,3.141666666666667,3.13,68.73,14220.4,1262.8,7.57,37.2,1.2702702702702702,1128.0,888.0,2016.0,2208.0,41208.0,3.0673492
2014-12-04,3.495,74.05600000000001,5.49,78.05199999999999,3.133,3.125,68.09,14260.566666666666,1154.4666666666667,7.182083333333333,39.78166666666666,1.6206896551724137,1128.0,696.0,1824.0,2208.0,40656.0,3.0682619
2014-12-05,3.505,74.221,5.8,78.451,3.133,3.1,68.89,13617.0,1074.0,7.182083333333333,39.934999999999995,1.807692307692308,1128.0,624.0,1752.0,2064.0,38064.0,3.0389063
2014-12-06,3.5125,74.5755,5.574999999999999,80.0205,3.1336666666666666,3.1225,68.84,13809.366666666665,1090.2333333333333,7.1819999999999995,40.10166666666666,2.0467032967032965,1140.0,564.0,1704.0,1956.0,39216.0,3.0132213
2014-12-07,3.52,74.93,5.35,81.59,3.134333333333333,3.145,68.79,14001.733333333332,1106.4666666666667,7.181916666666666,40.26833333333333,2.2857142857142856,1152.0,504.0,1656.0,1848.0,40368.0,2.9375212
2014-12-08,3.44,74.84200000000001,6.195,78.66,3.141666666666667,3.145,69.69,13683.333333333334,1060.0,7.425,37.120000000000005,2.35,1128.0,480.0,1608.0,1800.0,38664.0,3.0782309
2014-12-09,3.535,78.43,6.335,82.2,3.140833333333333,3.155,68.95,11823.6,884.0,7.186416666666666,40.30166666666666,2.823529411764706,1152.0,408.0,1560.0,1704.0,36696.0,2.9559603
2014-12-10,3.4850000000000003,77.71000000000001,6.325,82.19,3.140833333333333,3.125,68.96000000000001,12847.466666666667,1005.8333333333333,7.186416666666666,40.02799999999999,2.7173202614379086,1140.0,420.0,1560.0,1728.0,37860.0,2.9581249
2014-12-11,3.435,76.99,6.315,82.18,3.140833333333333,3.095,68.97,13871.333333333334,1127.6666666666665,7.186416666666666,39.75433333333333,2.611111111111111,1128.0,432.0,1560.0,1752.0,39024.0,2.9806006
2014-12-12,3.7125000000000004,75.96799999999999,6.452500000000001,83.53,3.127083333333333,3.1025,68.94,13872.333333333334,1223.8333333333333,7.309875,38.44716666666666,2.5423976608187138,1128.0,444.0,1572.0,1752.0,36276.0,2.996938
2014-12-13,3.99,74.946,6.59,84.88,3.1133333333333333,3.11,68.91,13873.333333333334,1320.0,7.433333333333334,37.14,2.473684210526316,1128.0,456.0,1584.0,1752.0,33528.0,3.011573
2014-12-14,3.36,78.01,6.025,82.73,3.140833333333333,3.085,68.87,13725.866666666665,1169.6,7.186416666666666,39.929,2.647058823529412,1080.0,408.0,1488.0,1608.0,32832.0,2.9505038
2014-12-15,3.625,74.994,6.3100000000000005,82.87,3.09,3.08,69.17,13998.333333333334,1320.0,7.423333333333333,37.44,3.357142857142857,1128.0,336.0,1464.0,1512.0,32664.0,2.9898918
2014-12-16,3.93,78.81,5.35,81.99,3.140833333333333,3.065,68.83,14395.7,1264.4,7.186416666666666,39.879666666666665,3.066666666666667,1104.0,360.0,1464.0,1584.0,41928.0,2.9342434
2014-12-17,3.31,75.052,5.46,83.14,3.1,3.085,68.97,14395.7,1264.4,7.458333333333333,37.3,3.066666666666667,1104.0,360.0,1464.0,1584.0,42000.0,2.957937
2014-12-18,3.925,75.052,5.63,81.7,3.1383333333333328,3.03,68.26,14596.766666666666,1257.2,7.176416666666666,39.879666666666665,2.875,1104.0,384.0,1488.0,1584.0,41736.0,2.9780784
2014-12-19,3.895000000000001,75.713,5.83,78.616,3.137666666666667,3.035,68.61,14963.633333333335,1218.4,7.182833333333333,40.138333333333335,2.875,1104.0,384.0,1488.0,1560.0,43944.0,3.0000288
2014-12-20,3.91,75.09700000000001,6.074999999999999,78.626,3.09,3.1,69.94,14425.0,1220.0,7.553333333333334,37.614,3.1333333333333333,1128.0,360.0,1488.0,1536.0,45432.0,3.0578828
2014-12-21,5.244999999999999,66.82,5.665,82.0,3.1390000000000002,3.035,69.02,14753.0,1216.8,7.182666666666667,40.251666666666665,2.875,1104.0,384.0,1488.0,1584.0,46728.0,2.9863496
2014-12-22,5.225,74.95100000000001,5.62,82.46,3.0516666666666663,3.02,68.89,13635.0,870.0,7.396666666666666,37.06,2.611111111111111,1128.0,432.0,1560.0,1704.0,30888.0,2.9293308
2014-12-23,4.38,72.41,5.805,82.83,3.138333333333333,3.035,69.02,14451.166666666666,1234.8,7.176416666666666,40.14966666666667,2.75,1056.0,384.0,1440.0,1584.0,42768.0,2.9653637
2014-12-24,4.51,74.804,5.77,82.83,3.091666666666667,3.07,68.66,13890.933333333334,1155.2,7.576666666666667,37.34400000000001,2.6875,1032.0,384.0,1416.0,1512.0,48696.0,2.992727
2014-12-25,4.885,72.27,5.77,81.94,3.138333333333333,3.085,67.97,14395.7,1264.4,7.176416666666666,39.879666666666665,2.6875,1032.0,384.0,1416.0,1584.0,42576.0,2.9957879
2014-12-26,4.234999999999999,75.05100000000002,5.9350000000000005,82.47,3.1383333333333328,3.01,67.58,13892.166666666666,1119.6666666666665,7.176416666666666,39.538999999999994,2.75,1056.0,384.0,1440.0,1560.0,39120.0,2.988601
2014-12-27,4.005,74.112,5.48,82.52,3.1,3.08,68.85,14718.333333333334,860.0,7.606666666666666,37.400000000000006,2.8125,1080.0,384.0,1464.0,1656.0,37776.0,2.9372675
2014-12-28,3.97,79.42,7.1850000000000005,81.13,3.140833333333333,3.06,68.06,12095.266666666666,878.0,7.186416666666666,40.23499999999999,2.933333333333333,1056.0,360.0,1416.0,1488.0,37104.0,2.9672368
2014-12-29,3.625,74.66099999999999,7.96,77.72,3.0516666666666663,2.975,68.17,13186.666666666666,760.0,7.45,37.17999999999999,2.8125,1080.0,384.0,1464.0,1584.0,39528.0,2.9891927
2014-12-30,3.605,71.538,5.215,81.94,3.139,3.02,68.89,12668.499999999998,966.0,7.182666666666667,39.912333333333336,2.647058823529412,1080.0,408.0,1488.0,1608.0,35304.0,2.841956
2014-12-31,3.675,71.538,5.175000000000001,82.66,3.081666666666667,3.035,69.02,12668.499999999998,966.0,7.495,37.44,2.588235294117647,1056.0,408.0,1464.0,1584.0,35472.0,2.7348871
2015-01-01,4.16,78.29,5.43,82.89,3.140833333333333,2.955,68.43,12860.033333333333,990.4,7.506666666666665,38.5,3.2142857142857144,1080.0,336.0,1416.0,1464.0,34776.0,2.860034
2015-01-02,3.675,78.75,5.365,82.17,3.140833333333333,2.96,68.01,12478.666666666666,946.0,7.508333333333333,38.333333333333336,3.4615384615384617,1080.0,312.0,1392.0,1464.0,36024.0,2.871984
2015-01-03,3.94,74.61399999999999,5.595000000000001,78.37899999999999,3.0116666666666667,3.02,68.42,15140.0,900.0,7.505,38.333333333333336,3.230769230769231,1008.0,312.0,1320.0,1392.0,39768.0,2.9592505
2015-01-04,3.855,77.74,5.640000000000001,82.05,3.140833333333333,2.9800000000000004,68.21,14778.833333333334,1228.8,7.515,38.5,3.4615384615384617,1080.0,312.0,1392.0,1464.0,46200.0,2.955599
2015-01-05,3.825,73.85,5.49,80.75,2.995,2.935,67.96,15440.0,1040.0,7.515000000000001,38.5,3.071428571428572,1032.0,336.0,1368.0,1416.0,42408.0,2.9651954
2015-01-06,3.9,75.171,5.525,78.69500000000001,3.1376666666666666,2.73,67.26,12584.533333333333,984.4,7.516666666666667,38.833333333333336,3.142857142857143,1056.0,336.0,1392.0,1512.0,34896.0,2.9231203
2015-01-07,3.72,74.643,5.42,78.339,2.953333333333333,2.55,67.87,13324.0,1051.4,7.508333333333333,39.16666666666666,3.142857142857143,1056.0,336.0,1392.0,1416.0,30312.0,2.9261374
2015-01-08,4.025,74.873,5.88,78.41,3.1301666666666668,2.585,67.87,13113.333333333334,980.0,7.511666666666667,38.333333333333336,3.2857142857142856,1104.0,336.0,1440.0,1464.0,38016.0,2.9427207
2015-01-09,3.655,74.614,5.720000000000001,78.148,3.133,2.7350000000000003,67.64,13892.166666666666,1119.6666666666665,7.508333333333333,38.333333333333336,2.0,1056.0,528.0,1584.0,1776.0,39528.0,3.0164661
2015-01-10,4.455,74.48300000000002,5.58,78.535,3.015,2.96,67.88,14720.0,1280.0,7.508333333333334,38.5,1.9545454545454544,1032.0,528.0,1560.0,1800.0,49224.0,3.018276
2015-01-11,4.055,79.41,5.505,82.45,3.140833333333333,2.94,69.0,15111.833333333332,1215.2,7.505,38.5,1.9130434782608696,1056.0,552.0,1608.0,1800.0,44904.0,2.928134
